latitude,longitude
22.98133,120.2224227
22.9723986,120.2298076
22.9691855,120.2256931
22.9958415,120.21812
22.995592,120.221733
22.9907759,120.2255556
22.9950859,120.2180767
22.9914195,120.2136106
24.1272196,120.6972418
22.9885411,120.2335832
22.9798362,120.2450262
24.7999164,120.9656055
22.9932881,120.2341807
22.9938011,120.2343773
22.978104,120.2335511
24.8134642,120.9904253
24.1272399,120.6946877
22.55154,114.235832
22.976245,120.2242871
22.9932309,120.2292508
22.9914195,120.2136106
22.985176,120.2449003
22.9889271,120.216263
22.9871261,120.223084
23.0001742,120.2266357
22.9783422,120.2342047
22.991931,120.2268481
24.8057985,120.9864861
22.9734232,120.2240764
22.974971,120.2333337
22.9592353,120.2250623
22.9893802,120.218628
22.9930109,120.1973982
22.991711,120.2104947
22.9948212,120.1964522
22.9927805,120.1985826
22.9919446,120.1906352
22.9862144,120.2099126
23.0002602,120.1920476
22.9912475,120.1956875
22.9826348,120.2033683
22.991711,120.2104947
23.0035214,120.193748
22.9919318,120.2090036
22.9886026,120.1991761
22.9965596,120.1956262
22.9930397,120.2092797
22.9908104,120.2048052
22.997712,120.2022943
22.9947547,120.2085425
22.9826348,120.2033683
22.9927805,120.1985826
22.9762582,120.2578499
23.0063772,120.259352
22.985875,120.2042431
23.0015496,120.1904577
22.9956797,120.2057821
22.9991563,120.1951191
22.9919446,120.1906352
23.0585336,120.1358346
22.991418,120.193832
23.0585336,120.1358346
22.9852292,120.2134413
22.9825892,120.2055022
22.9974791,120.2101409
23.0585336,120.1358346
22.9925951,120.2050199
22.9925951,120.2050199
22.9940457,120.1754754
23.0585336,120.1358346
23.044125,120.203823
23.044125,120.203823
23.0467373,120.2179673
23.0697022,120.2182895
23.0685803,120.1945327
23.0309855,120.204479
23.0269866,120.204669
23.0510818,120.1997072
23.0585336,120.1358346
23.0316793,120.1661762
23.0579932,120.2328867
23.0585336,120.1358346
23.0228652,120.1918444
23.0700995,120.1181668
23.0147224,120.1325168
23.0292547,120.1936971
23.0490714,120.1730148
23.0677829,120.1777251
23.0640744,120.2246092
23.0535676,120.1783233
23.0609857,120.1351795
23.054144,120.2022971
23.0633793,120.2187038
23.0738909,120.2205802
23.0675236,120.1768244
23.0675236,120.1768244
23.0331982,120.2119918
23.0470532,120.1840202
23.0331982,120.2119918
23.0718454,120.1605473
23.0293911,120.213809
23.0610705,120.1340032
23.0591969,120.1764913
23.0390324,120.2024055
23.0247033,120.1914473
23.0445875,120.2171702
23.0652354,120.2345527
23.0313751,120.1922609
23.0662434,120.2092145
23.0349161,120.0968813
23.0678954,120.1344713
23.0675236,120.1768244
23.0266628,120.1893105
23.0584554,120.1140372
22.9934184,120.1647112
22.986161,120.1625515
22.9934184,120.1647112
22.9876971,120.1666036
22.9957508,120.1640199
22.9970531,120.1732557
22.9890747,120.1686024
22.997661,120.1695981
22.9902275,120.177921
22.9952282,120.1715634
22.9956451,120.1675867
22.9966181,120.1852493
23.0154047,120.2582373
22.987815,120.173126
22.990525,120.1754565
22.9934184,120.1647112
23.0015093,120.1606244
22.990525,120.1754565
23.0154047,120.2582373
22.990525,120.1754565
22.996907,120.1822474
22.9971112,120.1695352
22.990525,120.1754565
22.9982876,120.155364
22.9982876,120.155364
23.0154047,120.2582373
22.986161,120.1625515
22.989581,120.1669345
22.9919492,120.1635448
22.9972854,120.1843072
22.9898601,120.1709809
22.998628,120.1696063
22.991317,120.170646
22.986161,120.1625515
23.0188353,120.2129147
23.0010536,120.2087511
23.0017383,120.2062692
23.0047384,120.2095994
23.0017383,120.2062692
23.0054863,120.2057305
23.003238,120.20375
23.0180801,120.1931217
23.0110042,120.2263303
23.0076856,120.2208649
23.0053912,120.2149101
23.0189915,120.2167891
23.0126359,120.2177672
23.0182792,120.2212692
23.0112155,120.2231087
23.0053912,120.2149101
24.15736,120.677658
23.0017383,120.2062692
24.1382995,120.6854394
23.0080392,120.196181
23.0152627,120.2200884
23.008515,120.2079953
23.0096579,120.1938692
23.005277,120.2151416
23.0028028,120.2207994
23.0083897,120.2100237
23.0047384,120.2095994
23.0162501,120.1934774
23.0005879,120.2230124
23.0002214,120.2015958
23.0155069,120.2015638
23.0211674,120.2023325
23.0019089,120.2186254
23.0001472,120.2093429
23.0083897,120.2100237
23.0092148,120.1828041
22.9998419,120.2080334
23.005277,120.2151416
22.9260637,120.18589
22.961914,120.1691379
22.9563522,120.1877943
22.9563522,120.1877943
22.979493,120.1882101
22.9812269,120.1912494
22.9563522,120.1877943
22.976057,120.191215
22.9673466,120.2052351
22.9414195,120.1818156
22.976057,120.191215
22.976057,120.191215
22.9414195,120.1818156
22.9563522,120.1877943
22.97378,120.19762
22.9563522,120.1877943
22.97378,120.19762
22.9754587,120.1912296
22.9644385,120.1810084
22.9731452,120.1770977
22.9700451,120.1852644
22.9563522,120.1877943
22.9700451,120.1852644
22.9671449,120.1947208
22.967811,120.190116
22.962496,120.1925653
22.9563522,120.1877943
22.9851649,120.1871874
22.9849773,120.1899607
22.976057,120.191215
22.976057,120.191215
22.967811,120.190116
22.9745623,120.2141613
22.9749505,120.2000155
22.9778308,120.2072655
22.9408784,120.1802179
22.9673573,120.1810421
