停車場型態,停車場代碼,停車場名稱,停車場地址,停車場電話,即時車位,一般大型車,一般小型車,身障者小型車,婦幼者小型車,綠能小型車,一般機車,身障者機車,收費時間,收費費率,經緯度,備註欄,latitude,longitude
路邊停車格收費路段,78,民權路-8(路邊停車格),  金華路口-大新街22巷口單側   ,,-1,0,13,1,0,0,0,0,,20元/時 ,22.999840，120.193133,,22.99984,120.193133
路邊停車格收費路段,81,民生路-1(路邊停車格),  民生綠園-忠義路口兩側   ,,-1,0,19,1,0,0,0,0,,20元/時 ,22.993151，120.203949,,22.993151,120.203949
路邊停車格收費路段,82,民生路-2(路邊停車格),  忠義路口-永福路口兩側   ,,-1,0,20,0,0,0,0,0,,20元/時 非都市計畫區,22.993601，120.202080,,22.993601,120.20208
路邊停車格收費路段,83,民生路-3(路邊停車格),  永福路口-西門路口兩側   ,,-1,0,15,0,0,0,0,0,,20元/時 ,22.994030，120.200668,,22.99403,120.200668
路邊停車格收費路段,84,民生路-4(路邊停車格),  西門路口-海安路口南側   ,,-1,0,2,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.994850，120.198250,,22.99485,120.19825
路邊停車格收費路段,85,民生路-5(路邊停車格),  西門路口-海安路口北側   ,,-1,0,3,1,0,0,9,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費， 非都市計畫區,22.994881，120.198151,,22.994881,120.198151
路邊停車格收費路段,86,民生路-6(路邊停車格),  海安路口-金華路口兩側   ,,-1,0,9,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.995819，120.194969,,22.995819,120.194969
路邊停車格收費路段,87,民生路-7(路邊停車格),  金華路口-臨安路口兩側   ,,-1,0,17,1,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.996969，120.191277,,22.996969,120.191277
路邊停車格收費路段,88,民生路-8(路邊停車格),  臨安路口-中華西路口兩側   ,,-1,0,0,0,0,0,0,0,,20元/時 ,22.997861，120.187001,,22.997861,120.187001
路邊停車格收費路段,92,大埔街-2(路邊停車格),  大埔街89巷(大埔街口-樹林街口單側)   ,,-1,0,11,0,0,0,0,0,,20元/時 ,22.986750，120.207939,,22.98675,120.207939
路邊停車格收費路段,121,公園北路(路邊停車格),  公園路口-西門路口兩側   ,,-1,0,32,1,0,0,0,0,,20元/時 ,23.005288，120.206673,,23.005288,120.206673
路邊停車格收費路段,132,永華路-2(路邊停車格),  金華路口-中華西路口兩側   ,,-1,0,38,0,0,0,0,0,,20元/時 ,22.988394，120.190772,,22.988394,120.190772
路邊停車格收費路段,134,永華路-4,  平豐路口-光州路口兩側   ,,-1,0,36,0,0,0,0,0,,20元/時,22.991797，120.162021,,22.991797,120.162021
路邊停車格收費路段,138,永華路-5,  自光州路至安億路間   ,,-1,0,25,1,0,0,0,0,,20元/時,22.991088，120.157812,,22.991088,120.157812
路邊停車格收費路段,141,衛民街(路邊停車格),  北門路口-中山路口   ,,-1,0,16,0,0,0,0,0,,20元/時 ,22.992861，120.210983,,22.992861,120.210983
路邊停車格收費路段,172,五妃街-2(路邊停車格),  慶中街口-大同路口   ,,-1,0,35,0,0,0,0,0,,20元/時 ,22.982565，120.207344,,22.982565,120.207344
路邊停車格收費路段,182,忠義路-2(路邊停車格),  府前路口起至中正路口間   ,,-1,0,8,0,0,0,0,0,,20元/時,22.990453，120.202354,,22.990453,120.202354
路邊停車格收費路段,183,忠義路-3(路邊停車格),  成功路口到公園北路口兩側   ,,-1,0,9,0,0,0,0,0,,20元/時 ,23.003393，120.213371,,23.003393,120.213371
路邊停車格收費路段,184,忠義路-4(路邊停車格),  民生路口-民族路口兩側   ,,-1,0,27,1,0,0,0,0,,20元/時 ,22.994631，120.203453,,22.994631,120.203453
路邊停車格收費路段,185,忠義路-5(路邊停車格),  民族路口-成功路口兩側   ,,-1,0,18,0,0,0,0,0,,20元/時 ,22.997379，120.204514,,22.997379,120.204514
路邊停車格收費路段,186,忠義路-6(路邊停車格),  成功路口-公園南路口兩側   ,,-1,0,30,0,0,0,0,0,,20元/時 ,23.000151，120.205597,,23.000151,120.205597
路邊停車格收費路段,191,友愛街-1(路邊停車格),  忠義路口至開山路口(原至南門路口)   ,,-1,0,4,0,0,0,0,0,,20元/時,22.990900，120.205440,,22.9909,120.20544
路邊停車格收費路段,192,友愛街-2(路邊停車格),  忠義路口到永福路口   ,,-1,0,20,0,0,0,0,0,,20元/時,22.990897，120.202172,,22.990897,120.202172
路邊停車格收費路段,201,西門路-1(路邊停車格),  大成路口-健康路口兩側   ,,-1,0,12,0,0,0,0,0,,20元/時 ,22.980631，120.197639,,22.980631,120.197639
路邊停車格收費路段,202,西門路-2(路邊停車格),  健康路口-永華路口兩側   ,,-1,0,23,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.985436，120.197057,,22.985436,120.197057
路邊停車格收費路段,203,西門路-3(路邊停車格),  永華路口-府前路口兩側   ,,-1,0,11,1,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.987650，120.197540,,22.98765,120.19754
路邊停車格收費路段,204,西門路-4(路邊停車格),  府前路口-民生路口兩側   ,,-1,0,21,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.993620，120.198914,,22.99362,120.198914
路邊停車格收費路段,205,西門路-5(路邊停車格),  民生路口-西門圓環   ,,-1,0,15,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.995411，120.199410,,22.995411,120.19941
路邊停車格收費路段,206,西門路-6(路邊停車格),  西門圓環-成功路口兩側   ,,-1,0,3,0,0,0,0,0,,20元/時 ,22.998880，120.200760,,22.99888,120.20076
路邊停車格收費路段,207,西門路-7(路邊停車格),  成功路口-公園北路口兩側   ,,-1,0,51,2,0,0,0,0,,20元/時 ,23.000839，120.202148,,23.000839,120.202148
路邊停車格收費路段,208,西門路-8(路邊停車格),  公園北路口-和緯路口兩側   ,,-1,0,91,1,0,0,0,0,,20元/時 ,23.009840，120.208038,,23.00984,120.208038
路邊停車格收費路段,209,西門路-9(路邊停車格),  和緯路口-正覺街口兩側   ,,-1,0,71,3,0,0,0,0,,20元/時 ,23.012991，120.209228,,23.012991,120.209228
路邊停車格收費路段,211,開山路-1(路邊停車格),  民生綠園-府前路口西側   ,,-1,0,20,1,0,0,0,0,,20元/時 ,22.990650，120.206398,,22.99065,120.206398
路邊停車格收費路段,212,開山路-2(路邊停車格),  民生綠園-府前路口東側   ,,-1,0,15,0,0,0,0,0,,20元/時 ,22.990150，120.206749,,22.99015,120.206749
路邊停車格收費路段,223,永福路-3(路邊停車格),  民生路口-民族路口兩側   ,,-1,0,20,0,0,0,0,0,,20元/時 ,22.994780，120.201576,,22.99478,120.201576
路邊停車格收費路段,231,青年路-1(路邊停車格),  民生綠園-民權路口兩側   ,,-1,0,16,1,0,0,0,0,,20元/時,22.992241，120.206863,,22.992241,120.206863
路邊停車格收費路段,232,青年路-2(路邊停車格),  民權路口-興華街口兩側   ,,-1,0,8,0,0,0,0,0,,20元/時 ,22.992050，120.208153,,22.99205,120.208153
路邊停車格收費路段,233,青年路-3(路邊停車格),  興華街口-北門路口兩側   ,,-1,0,9,0,0,0,0,0,,20元/時 ,22.991671，120.210831,,22.991671,120.210831
路邊停車格收費路段,251,康樂街-1(路邊停車格),  民生路口-中正路口兩側   ,,-1,0,12,0,0,0,0,0,,20元/時 ,22.994657，120.194931,,22.994657,120.194931
路邊停車格收費路段,252,康樂街-2(路邊停車格),  中正路口-大勇街口兩側   ,,-1,0,19,0,0,0,0,0,,20元/時 ,22.991400，120.194183,,22.9914,120.194183
路邊停車格收費路段,261,赤崁街(路邊停車格),  民族路口-成功路口   ,,-1,0,21,0,0,0,0,0,,20元/時 ,22.998906，120.202725,,22.998906,120.202725
路邊停車格收費路段,271,公園路-1(路邊停車格),  民生綠園-民族路口兩側   ,,-1,0,31,0,0,0,0,0,,20元/時 ,22.994780，120.205544,,22.99478,120.205544
路邊停車格收費路段,272,公園路-2(路邊停車格),  民族路口-成功路口東側   ,,-1,0,20,1,0,0,0,0,,20元/時 ,22.996790，120.206352,,22.99679,120.206352
路邊停車格收費路段,273,公園路-3(路邊停車格),  民族路口-成功路口西側   ,,-1,0,12,1,0,0,0,0,,20元/時，非都市計畫區,22.996220，120.206070,,22.99622,120.20607
路邊停車格收費路段,275,公園路5,  和緯路至延平國中門口   ,,-1,0,10,0,0,0,0,0,,每小時20元,23.009948，120.210606,,23.009948,120.210606
路邊停車格收費路段,281,勝利路-1,  東門城-至大學路口   ,,-1,0,39,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.990649，120.217660,,22.990649,120.21766
路邊停車格收費路段,282,勝利路-2,  大學路口-小東路口   ,,-1,0,33,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.999913，120.218411,,22.999913,120.218411
路邊停車格收費路段,283,勝利路-3,  小東路口-東豐路口兩側   ,,-1,0,25,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,23.002118，120.218601,,23.002118,120.218601
路邊停車格收費路段,284,勝利路-4(路邊停車格),  東豐路口-開元路口兩側   ,,-1,0,15,1,0,0,0,0,,20元/時 ,23.005220，120.218910,,23.00522,120.21891
路邊停車格收費路段,291,大學路-1(路邊停車格),  前鋒路口-勝利路口兩側   ,,-1,0,0,2,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費、機車20元/次,22.996571，120.216248,,22.996571,120.216248
路邊停車格收費路段,291,大學路-1,  前鋒路口-勝利路口   ,,-1,0,0,2,0,0,0,0,,累進費率第一小時20元/時第二小時起每小時30元/時,22.996786，120.214181,,22.996786,120.214181
路邊停車格收費路段,292,大學路-2,  勝利路口-長榮路口   ,,-1,0,11,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.996184，120.219342,,22.996184,120.219342
路邊停車格收費路段,301,南門路-1(路邊停車格),  民生綠園-府前路口兩側   ,,-1,0,15,4,0,0,0,0,,20元/時 ,22.990330，120.204758,,22.99033,120.204758
路邊停車格收費路段,302,南門路-2(路邊停車格),  府前路口-南寧街口兩側   ,,-1,0,46,2,0,0,0,0,,20元/時 ,22.988050，120.204498,,22.98805,120.204498
路邊停車格收費路段,304,南門路-4(路邊停車格),  五妃街口-健康路口兩側   ,,-1,0,2,0,0,0,0,0,,20元/時 ,22.982340，120.203796,,22.98234,120.203796
路邊停車格收費路段,305,南門路-5(路邊停車格),  健康路口-勞工中心兩側   ,,-1,0,20,3,0,0,0,0,,20元/時 ,22.981354，120.203566,,22.981354,120.203566
路邊停車格收費路段,306,南門路-6(路邊停車格),  興中街口至大成路口兩側   ,,-1,0,14,0,0,0,0,0,,20元/時,22.977783，120.203527,,22.977783,120.203527
路邊停車格收費路段,307,國民路-1(路邊停車格),  大成路口至中華南路口兩側   ,,-1,0,57,0,0,0,0,0,,20元/時,22.973324，120.205860,,22.973324,120.20586
路邊停車格收費路段,311,西華街-1(路邊停車格),  公園南路口-成功路口兩側   ,,-1,0,16,1,0,0,0,0,,汽車20元/時 ,22.999188，120.210565,,22.999188,120.210565
路邊停車格收費路段,312,西華街-2(路邊停車格),  成功路口-中山路口   ,,-1,0,4,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.997032，120.210033,,22.997032,120.210033
路邊停車格收費路段,321,金華路-1(路邊停車格),  中華南路口-新興路口兩側   ,,-1,0,0,0,0,0,0,0,,20元/時 ,22.970404，120.190481,,22.970404,120.190481
路邊停車格收費路段,322,金華路-2(路邊停車格),  新興路口-健康路口兩側   ,,-1,0,45,1,0,0,0,0,,20元/時 ,22.979839，120.191361,,22.979839,120.191361
路邊停車格收費路段,323,金華路-3(路邊停車格),  健康路口-建南路口兩側   ,,-1,0,33,0,0,0,0,0,,20元/時 ,22.983410，120.191643,,22.98341,120.191643
路邊停車格收費路段,325,金華路-5(路邊停車格),  永華路口-府前路口兩側   ,,-1,0,21,0,0,0,0,0,,20元/時 ,22.989790，120.192383,,22.98979,120.192383
路邊停車格收費路段,326,金華路-6(路邊停車格),  府前路口-民生路口兩側   ,,-1,0,28,0,0,0,0,0,,20元/時 非都市計畫區,22.994659，120.193550,,22.994659,120.19355
路邊停車格收費路段,327,金華路-7(路邊停車格),  民生路口-成功路口兩側   ,,-1,0,45,1,0,0,0,0,,20元/時 ,22.999840，120.195389,,22.99984,120.195389
路邊停車格收費路段,328,金華路-8(路邊停車格),  成功路口-臨安路口兩側   ,,-1,0,6,0,0,0,0,0,,20元/時 ,23.001780，120.196190,,23.00178,120.19619
路邊停車格收費路段,331,大同路-1(路邊停車格),  東門圓環-開山路口兩側   ,,-1,0,33,4,0,0,0,0,,20元/時 ,22.987209，120.211342,,22.987209,120.211342
路邊停車格收費路段,332,大同路-2(路邊停車格),  開山路口-健康路口兩側   ,,-1,0,21,0,0,0,0,0,,20元/時 ,22.983611，120.211011,,22.983611,120.211011
路邊停車格收費路段,334,大同路-4(路邊停車格),  大同路二段19巷4弄2號正前方   ,,-1,0,5,0,0,0,0,0,,20元/時,22.980550，120.212582,,22.98055,120.212582
路邊停車格收費路段,361,西門環-1(路邊停車格),  西門圓環東北角-東南角   ,,-1,0,35,1,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.997700，120.200371,,22.9977,120.200371
路邊停車格收費路段,362,西門環-2(路邊停車格),  西門圓環西北角-西南角   ,,-1,0,46,1,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.997749，120.199781,,22.997749,120.199781
路邊停車格收費路段,391,健康路-1(路邊停車格),  大同路口-法華街口兩側(前段)   ,,-1,0,7,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費 都市計畫區,22.981371，120.208740,,22.981371,120.20874
路邊停車格收費路段,391,健康路-1(路邊停車格),  大同路迄至法華街口及忠烈祠旁巷道(健康路口-體育公園)(後段)   ,,-1,0,0,0,0,0,0,0,,原20格，已改體育園區竹溪流域園區,22.981371，120.208740,,22.981371,120.20874
路邊停車格收費路段,392,健康路-2(路邊停車格),  法華街口-南門路口兩側   ,,-1,0,41,1,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.981343，120.206700,,22.981343,120.2067
路邊停車格收費路段,393,健康路-3(路邊停車格),  南門路口-西門路口兩側   ,,-1,0,43,2,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費 ,22.981545，120.199820,,22.981545,120.19982
路邊停車格收費路段,394,健康路-4(路邊停車格),  西門路口-夏林路口兩側   ,,-1,0,13,1,0,0,0,0,,20元/時，非都市計畫區 ,22.981501，120.195900,,22.981501,120.1959
路邊停車格收費路段,395,健康路-5(路邊停車格),  夏林路口-金華路口兩側   ,,-1,0,27,0,0,0,0,0,,20元/時 ,22.981541，120.192970,,22.981541,120.19297
路邊停車格收費路段,396,健康路-6(路邊停車格),  金華路口-中華西路口兩側   ,,-1,0,26,0,0,0,0,0,,20元/時 ,22.982040，120.187248,,22.98204,120.187248
路邊停車格收費路段,397,健康路-7,  中華西路至建平路間兩側   ,,-1,0,20,0,0,0,0,0,,每小時20元,22.982286，120.185409,,22.982286,120.185409
路邊停車格收費路段,398,健康路-8,  建平路至光州路間雙側，1090901開始收費   ,,-1,0,235,16,0,0,0,2,,每小時20元，收費時間08:00至22:00，汽車共251席,22.984504，120.168943,,22.984504,120.168943
路邊停車格收費路段,411,中成路(路邊停車格),  民族路口-成功路口兩側   ,,-1,0,24,1,0,0,0,0,,20元/時 ,22.996420，120.205002,,22.99642,120.205002
路邊停車格收費路段,422,東寧路-2(路邊停車格),  長榮路口-林森路口兩側   ,,-1,0,11,0,0,0,0,0,,20元/時 ,22.991859，120.222160,,22.991859,120.22216
路邊停車格收費路段,423,東寧路-3(路邊停車格),  林森路口-東興路口兩側   ,,-1,0,14,0,0,0,0,0,,20元/時 ,22.990459，120.226509,,22.990459,120.226509
路邊停車格收費路段,424,東寧路-4(路邊停車格),  東興路口-後甲圓環兩側   ,,-1,0,17,0,0,0,0,0,,20元/時 ,22.989651，120.229134,,22.989651,120.229134
路邊停車格收費路段,432,長榮路-2(路邊停車格),  東門路口-東寧路口兩側   ,,-1,0,42,0,0,0,0,0,,20元/時 ,22.990210，120.220573,,22.99021,120.220573
路邊停車格收費路段,436,長榮路-6(路邊停車格),  開元路口-長勝路口兩側   ,,-1,0,20,21,0,0,0,0,,20元/時 ,23.008921，120.220650,,23.008921,120.22065
路邊停車格收費路段,437,長榮路-7(路邊停車格),  長勝路口至長榮地下道   ,,-1,0,9,0,0,0,0,0,,20元/時,23.009504，120.220678,,23.009504,120.220678
路邊停車格收費路段,438,長榮路-8(路邊停車格),  長榮地下道至公園路口   ,,-1,0,23,0,0,0,0,0,,20元/時,23.012866，120.216649,,23.012866,120.216649
路邊停車格收費路段,439,長勝路,  長榮路至開元路249巷，1110115收費   ,,-1,0,48,1,0,0,0,0,,每小時20元，都市計畫區,23.009410，120.220309,,23.00941,120.220309
路邊停車格收費路段,441,前鋒路-1(路邊停車格),  青年路口-民族路口兩側   ,,-1,0,19,0,0,0,0,0,,20元/時 ,22.992121，120.212929,,22.992121,120.212929
路邊停車格收費路段,442,前鋒路-2(路邊停車格),  民族路口-小東路口兩側   ,,-1,0,24,8,0,0,758,0,,汽車20元/時、機車20元/次,22.995550，120.213371,,22.99555,120.213371
路邊停車格收費路段,444,前鋒路-4(路邊停車格),  東豐路口-開元路口兩側   ,,-1,0,8,0,0,0,0,0,,20元/時 ,23.005390，120.216011,,23.00539,120.216011
路邊停車格收費路段,457,復興路,  復興路277巷至營區門口   ,,-1,0,10,1,0,0,0,0,,每小時20元,22.998576，120.242417,,22.998576,120.242417
路邊停車格收費路段,458,復國路,  復興路87巷至復興路   ,,-1,0,9,0,0,0,0,0,,每小時20元,23.000907，120.246327,,23.000907,120.246327
路邊停車格收費路段,459,復國路87巷,  復國路至道路終點   ,,-1,0,8,0,0,0,0,0,,每小時20元,23.001097，120.245826,,23.001097,120.245826
路邊停車格收費路段,460,崑大路,  大灣路至永大路間雙側   ,,-1,0,68,3,0,0,169,0,,計次收費，每6小時一次30元,22.998412，120.253200,,22.998412,120.2532
路邊停車格收費路段,513,中華西路二段12巷,  1100209開始收費   ,,-1,0,6,0,0,0,0,0,,每小時20元,22.987499，120.187234,,22.987499,120.187234
路邊停車格收費路段,521,北忠街(路邊停車格),  北門路口-忠義路口兩側   ,,-1,0,32,0,0,0,0,0,,20元/時 ,22.999247，120.209877,,22.999247,120.209877
路邊停車格收費路段,531,夏林路-1(路邊停車格),  新興路口-建南路口兩側   ,,-1,0,111,6,0,0,0,0,,20元/時 ,22.980702，120.195088,,22.980702,120.195088
路邊停車格收費路段,541,廣慈街(路邊停車格),  成功路口-民族路口   ,,-1,0,11,0,0,0,0,0,,20元/時 ,22.996417，120.206777,,22.996417,120.206777
路邊停車格收費路段,551,海安路-1(路邊停車格),  永華路口-府前路口兩側   ,,-1,0,53,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.988948，120.194919,,22.988948,120.194919
路邊停車格收費路段,552,海安路-2(路邊停車格),  府前路口-中正路口兩側   ,,-1,0,0,0,0,0,0,0,,20元/時 ,22.991841，120.195590,,22.991841,120.19559
路邊停車格收費路段,553,海安路-3(路邊停車格),  中正路口-民生路口兩側   ,,-1,0,0,0,0,0,0,0,,20元/時 ,22.994073，120.196121,,22.994073,120.196121
路邊停車格收費路段,554,海安路-4(路邊停車格),  民生路口-民族路口兩側   ,,-1,0,0,0,0,0,0,0,,20元/時 ,22.996366，120.196863,,22.996366,120.196863
路邊停車格收費路段,556,海安路-6(路邊停車格),  臨安路口-文成一路口兩側   ,,-1,0,78,3,0,0,0,0,,20元/時 ,23.005677，120.199803,,23.005677,120.199803
路邊停車格收費路段,557,海安路-7(路邊停車格),  文成一路口-中華北路口兩側   ,,-1,0,83,0,0,0,0,0,,20元/時 ,23.015328，120.200418,,23.015328,120.200418
路邊停車格收費路段,558,海安路三段135巷,  文賢一路至海安路   ,,-1,0,23,0,0,0,0,0,,每小時20元,23.004584，120.196962,,23.004584,120.196962
路邊停車格收費路段,573,崇明路-3(路邊停車格),  林森路口-崇學路口兩側   ,,-1,0,39,1,0,0,0,0,,20元/時 ,22.979524，120.217656,,22.979524,120.217656
路邊停車格收費路段,574,崇明路-4(路邊停車格),  崇學路口-中華東路口兩側   ,,-1,0,46,1,0,0,0,0,,20元/時 ,22.975003，120.222471,,22.975003,120.222471
路邊停車格收費路段,576,崇明路-6(路邊停車格),  中華東路口-崇德路口兩側   ,,-1,0,77,3,0,0,0,0,,20元/時 ,22.972464，120.225186,,22.972464,120.225186
路邊停車格收費路段,582,中華東路-2(路邊停車格),  崇明路口-大同路口兩側   ,,-1,0,20,0,0,0,0,0,,累進費率:停車費率小型車以計時收費，計費方式以第一小時為20元、第二小時起每小時30元之費率；大型車輛則加倍計收；其停車時數未滿一小時者，以一小時計算收費,22.973650，120.220990,,22.97365,120.22099
路邊停車格收費路段,591,體育路(路邊停車格),  健康路口-五妃街口兩側   ,,-1,0,20,0,0,0,0,0,,20元/時 ,22.981929，120.207085,,22.981929,120.207085
路邊停車格收費路段,592,體育路-2(路邊停車格),  體育園區路段(健康路一段至健康路133巷)   ,,-1,0,26,0,0,0,0,0,,上午8時至晚間22時，計時收費，每小時20元，,22.978912，120.207148,,22.978912,120.207148
路邊停車格收費路段,592,體育路-2(路邊停車格),  健康路口至健康路一段133巷   ,,-1,0,26,0,0,0,0,0,,每小時20元,22.978868，120.207167,,22.978868,120.207167
路邊停車格收費路段,601,林森路-1(路邊停車格),  崇明路口-東門路口兩側   ,,-1,0,91,7,0,0,0,0,,20元/時，非都市計畫區 ,22.982312，120.216603,,22.982312,120.216603
路邊停車格收費路段,602,林森路-2(路邊停車格),  東門路口-東寧路口兩側   ,,-1,0,98,0,0,0,0,0,,20元/時 ,22.986575，120.222656,,22.986575,120.222656
路邊停車格收費路段,605,林森路-5(路邊停車格),  林森路2段192巷(林森路口-東寧路口單側)   ,,-1,0,10,0,0,0,0,0,,20元/時 ,22.989107，120.223755,,22.989107,120.223755
路邊停車格收費路段,611,府連路(路邊停車格),  健康路口-大同路口兩側   ,,-1,0,37,1,0,0,3,2,,20元/時 非都市計畫區,22.981471，120.209644,,22.981471,120.209644
路邊停車格收費路段,641,萬昌街(路邊停車格),  民族路口-衛民街口   ,,-1,0,12,1,0,0,0,0,,20元/時 ,22.993646，120.210663,,22.993646,120.210663
路邊停車格收費路段,653,育樂街-3(路邊停車格),  育樂街66巷(育樂街口-大學路西段口)   ,,-1,0,11,0,0,0,0,0,,20元/時 ,22.995671，120.215788,,22.995671,120.215788
路邊停車格收費路段,681,尊王路(路邊停車格),  西門路口-環河街口兩側   ,,-1,0,20,0,0,0,0,0,,20元/時 ,22.992095，120.193706,,22.992095,120.193706
路邊停車格收費路段,701,台南機場-1(路邊停車格),  空軍基地大門-航空站兩側   ,,-1,0,120,0,0,0,0,0,,20元/時 ,22.949844，120.216678,,22.949844,120.216678
路邊停車格收費路段,702,台南機場-2(路邊停車格),  大同路口-空軍基地大門兩側   ,,-1,0,36,0,0,0,0,0,,20元/時 ,22.959640，120.216619,,22.95964,120.216619
路邊停車格收費路段,712,健康路133巷(路邊停車格),  健康路一段133巷全   ,,-1,0,10,0,0,0,0,1,,20元/時,22.977828，120.208049,,22.977828,120.208049
路邊停車格收費路段,722,崇善路-2(路邊停車格),  中華東路口至生產路口兩側   ,,-1,0,61,0,0,0,0,0,,20元/時,22.977463，120.227407,,22.977463,120.227407
路邊停車格收費路段,726,崇善四街(路邊停車格),  崇善路至仁和路間   ,,-1,0,8,0,0,0,0,0,,20元/時,22.975058，120.230445,,22.975058,120.230445
路邊停車格收費路段,731,崇學路(路邊停車格),  崇明路口-東門路口兩側   ,,-1,0,60,0,0,0,0,0,,20元/時 ,22.978822，120.222314,,22.978822,120.222314
路邊停車格收費路段,732,崇學路20巷,  崇學路至榮譽街間，1100601收費，機車免費   ,,-1,0,0,2,0,0,0,0,,每小時20元，非都市計畫區,22.977815，120.221285,,22.977815,120.221285
路邊停車格收費路段,741,崇道路(路邊停車格),  崇明路口-崇善路口兩側   ,,-1,0,30,2,0,0,0,0,,20元/時 ,22.972129，120.226984,,22.972129,120.226984
路邊停車格收費路段,751,怡東路(路邊停車格),  東寧路口-東平路口兩側   ,,-1,0,19,0,0,0,0,0,,20元/時 ,22.993157，120.228090,,22.993157,120.22809
路邊停車格收費路段,761,東光路-1(路邊停車格),  東寧路口-東平路口兩側   ,,-1,0,32,0,0,0,0,0,,20元/時 ,22.994103，120.231216,,22.994103,120.231216
路邊停車格收費路段,762,東光路-2(路邊停車格),  東平路口-小東路口兩側   ,,-1,0,4,1,0,0,0,0,,20元/時 ,22.996345，120.231455,,22.996345,120.231455
路邊停車格收費路段,771,東興路-1(路邊停車格),  東寧路口-小東路口兩側   ,,-1,0,50,1,0,0,0,0,,20元/時 ,22.991067，120.228721,,22.991067,120.228721
路邊停車格收費路段,772,東興路-2(路邊停車格),  小東路口-東豐路口兩側   ,,-1,0,35,0,0,0,0,0,,20元/時 ,22.999779，120.229355,,22.999779,120.229355
路邊停車格收費路段,781,東安路(路邊停車格),  東寧路口-東和路口兩側   ,,-1,0,53,1,0,0,0,0,,20元/時 ,22.993035，120.226460,,22.993035,120.22646
路邊停車格收費路段,791,東平路-1(路邊停車格),  東興路口-後甲國中後門兩側   ,,-1,0,25,0,0,0,0,0,,20元/時 非都市計畫區,22.995513，120.228333,,22.995513,120.228333
